10
Complete question [1], time: 2.745728015899658
Complete question [3992], time: 5.9604644775390625e-05
Complete question [3993], time: 1.3678686618804932
Complete question [3994], time: 6.937980651855469e-05
Complete question [3995], time: 1.3679051399230957
Complete question [3996], time: 0.00022125244140625
Complete question [3997], time: 3.2901763916015625e-05
Complete question [3998], time: 3.24249267578125e-05
Complete question [3999], time: 6.9141387939453125e-06
Complete question [4000], time: 2.6226043701171875e-05
Complete question [4001], time: 2.765655517578125e-05
Complete question [4002], time: 4.887580871582031e-05
Complete question [4003], time: 6.270408630371094e-05
Complete question [4004], time: 4.11087703704834
Complete question [4005], time: 7.2479248046875e-05
Complete question [4006], time: 2.257091999053955
Complete question [4007], time: 4.506111145019531e-05
Complete question [4008], time: 2.72762393951416
Complete question [4009], time: 2.47955322265625e-05
Complete question [4010], time: 6.747245788574219e-05
Complete question [4011], time: 1.3753166198730469
Complete question [4012], time: 4.115857124328613
Complete question [4013], time: 1.6689300537109375e-05
Complete question [4014], time: 0.00010919570922851562
Complete question [4015], time: 0.00011086463928222656
Complete question [4016], time: 6.151199340820312e-05
Complete question [4017], time: 1.371119499206543
Complete question [4018], time: 0.00016927719116210938
Complete question [4019], time: 5.91278076171875e-05
Complete question [4020], time: 1.3674659729003906
Complete question [4021], time: 1.3736958503723145
Complete question [4022], time: 3.910064697265625e-05
Complete question [4023], time: 4.100853204727173
Complete question [4024], time: 0.00010538101196289062
Complete question [4025], time: 1.369150161743164
Complete question [4026], time: 2.09808349609375e-05
Complete question [4027], time: 0.00013065338134765625
Complete question [4028], time: 3.147125244140625e-05
Complete question [4029], time: 8.177757263183594e-05
Complete question [4030], time: 1.1444091796875e-05
Complete question [4031], time: 2.1696090698242188e-05
Complete question [4032], time: 5.340576171875e-05
Complete question [4033], time: 4.935264587402344e-05
Complete question [4034], time: 1.3665196895599365
Complete question [4035], time: 6.031990051269531e-05
Complete question [4036], time: 1.36496901512146
Complete question [4037], time: 1.7404556274414062e-05
Complete question [4038], time: 8.225440979003906e-05
Complete question [4039], time: 1.365051507949829
Complete question [4040], time: 9.298324584960938e-05
Complete question [4041], time: 2.956390380859375e-05
Complete question [4042], time: 4.116146087646484
Complete question [4043], time: 7.62939453125e-05
Complete question [4044], time: 7.486343383789062e-05
Complete question [4045], time: 8.821487426757812e-06
Complete question [4046], time: 5.0067901611328125e-06
Complete question [4047], time: 1.371143102645874
Complete question [4048], time: 2.7460615634918213
Complete question [4049], time: 1.3740367889404297
Complete question [4050], time: 0.000148773193359375
Complete question [4051], time: 9.083747863769531e-05
Complete question [4052], time: 3.838539123535156e-05
Complete question [4053], time: 8.58306884765625e-05
Complete question [4054], time: 2.0265579223632812e-05
Complete question [4055], time: 3.814697265625e-05
Complete question [4056], time: 4.76837158203125e-05
Complete question [4057], time: 0.0001881122589111328
Complete question [4058], time: 1.3727164268493652
Complete question [4059], time: 1.376774549484253
Complete question [4060], time: 4.887580871582031e-05
Complete question [4061], time: 2.8133392333984375e-05
Complete question [4062], time: 1.5497207641601562e-05
Complete question [4063], time: 3.314018249511719e-05
Complete question [4064], time: 5.793571472167969e-05
Complete question [4065], time: 6.198883056640625e-06
Complete question [4066], time: 1.811981201171875e-05
Complete question [4067], time: 5.888938903808594e-05
Complete question [4068], time: 1.3599588871002197
Complete question [4069], time: 5.245208740234375e-05
Complete question [4070], time: 8.630752563476562e-05
Complete question [4071], time: 1.3576633930206299
Complete question [4072], time: 3.457069396972656e-05
Complete question [4073], time: 9.369850158691406e-05
Complete question [4074], time: 6.699562072753906e-05
Complete question [4075], time: 0.0001742839813232422
Complete question [4076], time: 1.3677544593811035
Complete question [4077], time: 1.3743274211883545
Complete question [4078], time: 0.00010013580322265625
Complete question [4079], time: 1.373856782913208
Complete question [4080], time: 2.1457672119140625e-05
Complete question [4081], time: 1.3764662742614746
Complete question [4082], time: 4.863739013671875e-05
Complete question [4083], time: 1.359628677368164
Complete question [4084], time: 1.3722801208496094
Complete question [4085], time: 1.3651096820831299
Complete question [4086], time: 2.73927903175354
Complete question [4087], time: 9.751319885253906e-05
Complete question [4088], time: 1.6450881958007812e-05
Complete question [4089], time: 4.1961669921875e-05
Complete question [4090], time: 1.3671104907989502
Complete question [4091], time: 1.1444091796875e-05
Complete question [4092], time: 5.5789947509765625e-05
Complete question [4093], time: 1.4543533325195312e-05
Complete question [4094], time: 1.374715805053711
Complete question [4095], time: 0.00020456314086914062
Complete question [4096], time: 1.4781951904296875e-05
Complete question [4097], time: 1.6927719116210938e-05
Complete question [4098], time: 9.799003601074219e-05
Complete question [4099], time: 1.4543533325195312e-05
Complete question [4100], time: 8.106231689453125e-06
Complete question [4101], time: 5.4836273193359375e-06
Complete question [4102], time: 7.104873657226562e-05
Complete question [4103], time: 1.0967254638671875e-05
Complete question [4104], time: 2.6226043701171875e-06
Complete question [4105], time: 5.245208740234375e-05
Complete question [4106], time: 1.5020370483398438e-05
Complete question [4107], time: 1.3696238994598389
Complete question [4108], time: 6.4373016357421875e-06
Complete question [4109], time: 5.7220458984375e-06
Complete question [4110], time: 2.384185791015625e-05
Complete question [4111], time: 0.00010800361633300781
Complete question [4112], time: 4.601478576660156e-05
Complete question [4113], time: 1.71661376953125e-05
Complete question [4114], time: 0.00012540817260742188
Complete question [4115], time: 1.367053747177124
Complete question [4116], time: 9.679794311523438e-05
Complete question [4117], time: 7.3909759521484375e-06
Complete question [4118], time: 2.7325425148010254
Complete question [4119], time: 1.9073486328125e-05
Complete question [4120], time: 3.838539123535156e-05
Complete question [4121], time: 1.378549575805664
Complete question [4122], time: 9.703636169433594e-05
Complete question [4123], time: 7.2479248046875e-05
Complete question [4124], time: 2.2411346435546875e-05
Complete question [4125], time: 4.076957702636719e-05
Complete question [4126], time: 7.963180541992188e-05
Complete question [4127], time: 3.3855438232421875e-05
Complete question [4128], time: 1.372955560684204
Complete question [4129], time: 7.367134094238281e-05
Complete question [4130], time: 5.936622619628906e-05
Complete question [4131], time: 2.574920654296875e-05
Complete question [4132], time: 1.37538743019104
Complete question [4133], time: 7.224082946777344e-05
Complete question [4134], time: 1.3724405765533447
Complete question [4135], time: 2.7418136596679688e-05
Complete question [4136], time: 2.7462263107299805
Complete question [4137], time: 2.0742416381835938e-05
Complete question [4138], time: 9.059906005859375e-06
Complete question [4139], time: 9.799003601074219e-05
Complete question [4140], time: 1.366783857345581
Complete question [4141], time: 0.00011491775512695312
Complete question [4142], time: 1.3638622760772705
Complete question [4143], time: 1.8596649169921875e-05
Complete question [4144], time: 0.00010657310485839844
Complete question [4145], time: 5.0067901611328125e-06
Complete question [4146], time: 8.273124694824219e-05
Complete question [4147], time: 8.153915405273438e-05
Complete question [4148], time: 1.3676462173461914
Complete question [4149], time: 0.00011849403381347656
Complete question [4150], time: 1.52587890625e-05
Complete question [4151], time: 4.5299530029296875e-06
Complete question [4152], time: 8.106231689453125e-06
Complete question [4153], time: 5.841255187988281e-05
Complete question [4154], time: 1.1920928955078125e-05
Complete question [4155], time: 1.2159347534179688e-05
Complete question [4156], time: 2.6464462280273438e-05
Complete question [4157], time: 2.7420430183410645
Complete question [4158], time: 8.940696716308594e-05
Complete question [4159], time: 2.86102294921875e-05
Complete question [4160], time: 0.00022864341735839844
Complete question [4161], time: 0.0001285076141357422
Complete question [4162], time: 1.8596649169921875e-05
Complete question [4163], time: 1.3688998222351074
Complete question [4164], time: 2.5033950805664062e-05
Complete question [4165], time: 2.765655517578125e-05
Complete question [4166], time: 0.00012874603271484375
Complete question [4167], time: 0.00011658668518066406
Complete question [4168], time: 7.3909759521484375e-06
Complete question [4169], time: 2.1457672119140625e-05
Complete question [4170], time: 7.748603820800781e-05
Complete question [4171], time: 1.049041748046875e-05
Complete question [4172], time: 4.649162292480469e-05
Complete question [4173], time: 1.3680787086486816
Complete question [4174], time: 1.3623204231262207
Complete question [4175], time: 1.3735005855560303
Complete question [4176], time: 5.793571472167969e-05
Complete question [4177], time: 9.72747802734375e-05
Complete question [4178], time: 0.00011157989501953125
Complete question [4179], time: 1.3627378940582275
Complete question [4180], time: 1.3670685291290283
Complete question [4181], time: 2.7418136596679688e-05
Complete question [4182], time: 1.3676934242248535
Complete question [4183], time: 0.00012254714965820312
Complete question [4184], time: 1.3735723495483398
Complete question [4185], time: 1.3750853538513184
Complete question [4186], time: 2.7894973754882812e-05
Complete question [4187], time: 5.14984130859375e-05
Complete question [4188], time: 7.867813110351562e-05
Complete question [4189], time: 1.3751723766326904
Complete question [4190], time: 1.621246337890625e-05
Complete question [4191], time: 9.202957153320312e-05
Complete question [4192], time: 2.7508656978607178
Complete question [4193], time: 3.814697265625e-05
Complete question [4194], time: 9.298324584960938e-06
Complete question [4195], time: 2.86102294921875e-05
Complete question [4196], time: 1.3677053451538086
Complete question [4197], time: 5.0067901611328125e-05
Complete question [4198], time: 1.3603339195251465
Complete question [4199], time: 7.677078247070312e-05
Complete question [4200], time: 2.7975709438323975
10
Complete question [4201], time: 0.0002880096435546875
Complete question [4202], time: 1.2874603271484375e-05
Complete question [4203], time: 1.9073486328125e-05
Complete question [4204], time: 2.7899513244628906
Complete question [4205], time: 8.702278137207031e-05
Complete question [4206], time: 1.9788742065429688e-05
Complete question [4207], time: 4.029273986816406e-05
Complete question [4208], time: 3.886222839355469e-05
Complete question [4209], time: 0.00014734268188476562
Complete question [4210], time: 0.00010585784912109375
Complete question [4211], time: 5.4836273193359375e-06
Complete question [4212], time: 1.380807638168335
Complete question [4213], time: 1.366786003112793
Complete question [4214], time: 9.918212890625e-05
Complete question [4215], time: 2.739304304122925
Complete question [4216], time: 1.371344804763794
Complete question [4217], time: 3.2901763916015625e-05
Complete question [4218], time: 0.00013494491577148438
Complete question [4219], time: 4.792213439941406e-05
Complete question [4220], time: 1.3759632110595703
Complete question [4221], time: 1.4149255752563477
Complete question [4222], time: 1.9073486328125e-05
Complete question [4223], time: 7.82012939453125e-05
Complete question [4224], time: 8.654594421386719e-05
Complete question [4225], time: 8.130073547363281e-05
Complete question [4226], time: 8.487701416015625e-05
Complete question [4227], time: 1.3763153553009033
Complete question [4228], time: 8.106231689453125e-05
Complete question [4229], time: 3.3855438232421875e-05
Complete question [4230], time: 6.198883056640625e-06
Complete question [4231], time: 0.00018739700317382812
Complete question [4232], time: 2.288818359375e-05
Complete question [4233], time: 0.00010180473327636719
Complete question [4234], time: 4.1484832763671875e-05
Complete question [4235], time: 1.3681049346923828
Complete question [4236], time: 6.222724914550781e-05
Complete question [4237], time: 1.6927719116210938e-05
Complete question [4238], time: 3.62396240234375e-05
Complete question [4239], time: 1.430511474609375e-05
Complete question [4240], time: 8.58306884765625e-06
Complete question [4241], time: 2.86102294921875e-06
Complete question [4242], time: 1.1444091796875e-05
Complete question [4243], time: 1.5107123851776123
Complete question [4244], time: 6.9141387939453125e-06
Complete question [4245], time: 3.1948089599609375e-05
Complete question [4246], time: 1.049041748046875e-05
Complete question [4247], time: 2.7860217094421387
Complete question [4248], time: 1.3673045635223389
Complete question [4249], time: 0.00016260147094726562
Complete question [4250], time: 4.935264587402344e-05
Complete question [4251], time: 3.910064697265625e-05
Complete question [4252], time: 2.1457672119140625e-05
Complete question [4253], time: 3.790855407714844e-05
Complete question [4254], time: 8.106231689453125e-06
Complete question [4255], time: 4.291534423828125e-06
Complete question [4256], time: 1.7642974853515625e-05
Complete question [4257], time: 3.4809112548828125e-05
Complete question [4258], time: 2.7500040531158447
Complete question [4259], time: 2.8129310607910156
Complete question [4260], time: 2.4318695068359375e-05
Complete question [4261], time: 0.00021123886108398438
Complete question [4262], time: 0.0002541542053222656
Complete question [4263], time: 1.369718074798584
Complete question [4264], time: 1.6450881958007812e-05
Complete question [4265], time: 5.91278076171875e-05
Complete question [4266], time: 5.841255187988281e-05
Complete question [4267], time: 2.7418136596679688e-05
Complete question [4268], time: 5.984306335449219e-05
Complete question [4269], time: 0.0001571178436279297
Complete question [4270], time: 1.1920928955078125e-05
Complete question [4271], time: 1.0728836059570312e-05
Complete question [4272], time: 2.3603439331054688e-05
Complete question [4273], time: 0.00011157989501953125
Complete question [4274], time: 3.600120544433594e-05
Complete question [4275], time: 0.00010609626770019531
Complete question [4276], time: 2.7332851886749268
Complete question [4277], time: 1.3752038478851318
Complete question [4278], time: 0.0001304149627685547
Complete question [4279], time: 2.6702880859375e-05
Complete question [4280], time: 2.7455008029937744
Complete question [4281], time: 3.9577484130859375e-05
Complete question [4282], time: 4.8160552978515625e-05
Complete question [4283], time: 2.7345006465911865
Complete question [4284], time: 5.7697296142578125e-05
Complete question [4285], time: 1.3736743927001953
Complete question [4286], time: 1.3670141696929932
Complete question [4287], time: 3.981590270996094e-05
Complete question [4288], time: 1.365616798400879
Complete question [4289], time: 2.1696090698242188e-05
Complete question [4290], time: 2.2172927856445312e-05
Complete question [4291], time: 0.00021338462829589844
Complete question [4292], time: 4.099518775939941
Complete question [4293], time: 2.8371810913085938e-05
Complete question [4294], time: 4.744529724121094e-05
Complete question [4295], time: 0.00011157989501953125
Complete question [4296], time: 1.3650481700897217
Complete question [4297], time: 3.552436828613281e-05
Complete question [4298], time: 0.00011372566223144531
Complete question [4299], time: 4.792213439941406e-05
Complete question [4300], time: 4.38690185546875e-05
Complete question [4301], time: 1.366882085800171
Complete question [4302], time: 3.0040740966796875e-05
Complete question [4303], time: 8.0108642578125e-05
Complete question [4304], time: 4.076957702636719e-05
Complete question [4305], time: 1.44212007522583
Complete question [4306], time: 4.76837158203125e-05
Complete question [4307], time: 3.600120544433594e-05
Complete question [4308], time: 1.3642637729644775
Complete question [4309], time: 2.5033950805664062e-05
Complete question [4310], time: 7.510185241699219e-05
Complete question [4311], time: 6.4849853515625e-05
Complete question [4312], time: 1.3913652896881104
Complete question [4313], time: 2.8258261680603027
Complete question [4314], time: 0.00022411346435546875
Complete question [4315], time: 4.410743713378906e-05
Complete question [4316], time: 2.9802322387695312e-05
Complete question [4317], time: 2.2649765014648438e-05
Complete question [4318], time: 7.033348083496094e-05
Complete question [4319], time: 3.814697265625e-05
Complete question [4320], time: 1.3729541301727295
Complete question [4321], time: 0.00021791458129882812
Complete question [4322], time: 1.3639559745788574
Complete question [4323], time: 5.555152893066406e-05
Complete question [4324], time: 5.435943603515625e-05
Complete question [4325], time: 6.604194641113281e-05
Complete question [4326], time: 1.365617275238037
Complete question [4327], time: 4.00543212890625e-05
Complete question [4328], time: 4.5299530029296875e-05
Complete question [4329], time: 5.0067901611328125e-05
Complete question [4330], time: 3.409385681152344e-05
Complete question [4331], time: 2.0265579223632812e-05
Complete question [4332], time: 0.00013518333435058594
Complete question [4333], time: 9.059906005859375e-05
Complete question [4334], time: 3.170967102050781e-05
Complete question [4335], time: 9.775161743164062e-06
Complete question [4336], time: 6.127357482910156e-05
Complete question [4337], time: 5.245208740234375e-06
Complete question [4338], time: 2.895632743835449
Complete question [4339], time: 3.24249267578125e-05
Complete question [4340], time: 2.7485263347625732
Complete question [4341], time: 9.059906005859375e-06
Complete question [4342], time: 3.4332275390625e-05
Complete question [4343], time: 1.376955509185791
Complete question [4344], time: 0.0002448558807373047
Complete question [4345], time: 1.3693320751190186
Complete question [4346], time: 9.894371032714844e-05
Complete question [4347], time: 8.034706115722656e-05
Complete question [4348], time: 8.344650268554688e-06
Complete question [4349], time: 1.3728384971618652
Complete question [4350], time: 2.0503997802734375e-05
Complete question [4351], time: 2.09808349609375e-05
Complete question [4352], time: 4.172325134277344e-05
Complete question [4353], time: 0.00010943412780761719
Complete question [4354], time: 1.373002290725708
Complete question [4355], time: 6.4849853515625e-05
Complete question [4356], time: 1.0967254638671875e-05
Complete question [4357], time: 8.678436279296875e-05
Complete question [4358], time: 9.584426879882812e-05
Complete question [4359], time: 0.00021028518676757812
Complete question [4360], time: 1.811981201171875e-05
Complete question [4361], time: 4.0531158447265625e-06
Complete question [4362], time: 5.53131103515625e-05
Complete question [4363], time: 2.027864933013916
Complete question [4364], time: 1.3745975494384766
Complete question [4365], time: 0.00010395050048828125
Complete question [4366], time: 1.049041748046875e-05
Complete question [4367], time: 5.4836273193359375e-06
Complete question [4368], time: 3.337860107421875e-06
Complete question [4369], time: 0.00018858909606933594
Complete question [4370], time: 1.33514404296875e-05
Complete question [4371], time: 1.8835067749023438e-05
Complete question [4372], time: 4.5299530029296875e-06
Complete question [4373], time: 2.86102294921875e-05
Complete question [4374], time: 7.176399230957031e-05
Complete question [4375], time: 1.368241786956787
Complete question [4376], time: 9.298324584960938e-05
Complete question [4377], time: 1.3693492412567139
Complete question [4378], time: 4.1961669921875e-05
Complete question [4379], time: 1.365997314453125
Complete question [4380], time: 1.376577615737915
Complete question [4381], time: 0.00012922286987304688
Complete question [4382], time: 8.034706115722656e-05
Complete question [4383], time: 1.366556167602539
Complete question [4384], time: 6.437301635742188e-05
Complete question [4385], time: 2.751324415206909
Complete question [4386], time: 5.817413330078125e-05
Complete question [4387], time: 1.71661376953125e-05
Complete question [4388], time: 3.7670135498046875e-05
Complete question [4389], time: 2.09808349609375e-05
Complete question [4390], time: 1.374202013015747
Complete question [4391], time: 1.0013580322265625e-05
Complete question [4392], time: 7.867813110351562e-06
Complete question [4393], time: 0.00012874603271484375
Complete question [4394], time: 0.00012111663818359375
Complete question [4395], time: 1.0251998901367188e-05
Complete question [4396], time: 4.117400169372559
Complete question [4397], time: 1.3733816146850586
Complete question [4398], time: 4.2438507080078125e-05
Complete question [4399], time: 9.5367431640625e-06
Complete question [4400], time: 1.8596649169921875e-05
Complete question [4401], time: 0.0001800060272216797
Complete question [4402], time: 6.29425048828125e-05
Complete question [4403], time: 0.00010275840759277344
Complete question [4404], time: 6.67572021484375e-06
Complete question [4405], time: 3.0517578125e-05
Complete question [4406], time: 0.00012755393981933594
Complete question [4407], time: 4.76837158203125e-06
Complete question [4408], time: 3.2901763916015625e-05
Complete question [4409], time: 1.9788742065429688e-05
Complete question [4410], time: 6.9141387939453125e-06
Complete question [4411], time: 1.3636162281036377
Complete question [4412], time: 2.7446346282958984
Complete question [4413], time: 1.3702259063720703
Complete question [4414], time: 7.462501525878906e-05
Complete question [4415], time: 6.0558319091796875e-05
Complete question [4416], time: 3.743171691894531e-05
Complete question [4417], time: 1.6450881958007812e-05
Complete question [4418], time: 3.814697265625e-06
Complete question [4419], time: 7.033348083496094e-05
Complete question [4420], time: 0.00016117095947265625
Complete question [4421], time: 2.0503997802734375e-05
Complete question [4422], time: 1.3655192852020264
Complete question [4423], time: 4.1961669921875e-05
Complete question [4424], time: 0.00016951560974121094
Complete question [4425], time: 2.5987625122070312e-05
Complete question [4426], time: 1.7404556274414062e-05
Complete question [4427], time: 1.3674442768096924
Complete question [4428], time: 0.00012731552124023438
Complete question [4429], time: 1.37345290184021
Complete question [4430], time: 2.7477595806121826
Complete question [4431], time: 8.96453857421875e-05
Complete question [4432], time: 1.6927719116210938e-05
Complete question [4433], time: 0.00012302398681640625
Complete question [4434], time: 5.91278076171875e-05
Complete question [4435], time: 2.288818359375e-05
Complete question [4436], time: 5.3882598876953125e-05
Complete question [4437], time: 3.337860107421875e-06
Complete question [4438], time: 9.298324584960938e-06
Complete question [4439], time: 5.7697296142578125e-05
Complete question [4440], time: 3.8623809814453125e-05
Complete question [4441], time: 2.7407238483428955
Complete question [4442], time: 0.00012183189392089844
Complete question [4443], time: 1.3725826740264893
Complete question [4444], time: 0.0001811981201171875
Complete question [4445], time: 0.00025391578674316406
Complete question [4446], time: 3.314018249511719e-05
Complete question [4447], time: 2.8848648071289062e-05
Complete question [4448], time: 6.413459777832031e-05
Complete question [4449], time: 0.0001685619354248047
Complete question [4450], time: 1.3659045696258545
Complete question [4451], time: 5.53131103515625e-05
Complete question [4452], time: 3.4809112548828125e-05
Complete question [4453], time: 8.535385131835938e-05
Complete question [4454], time: 1.3701505661010742
Complete question [4455], time: 2.7600250244140625
Complete question [4456], time: 1.3691596984863281
Complete question [4457], time: 0.0001289844512939453
Complete question [4458], time: 1.368194341659546
Complete question [4459], time: 3.3855438232421875e-05
Complete question [4460], time: 7.963180541992188e-05
Complete question [4461], time: 1.3113021850585938e-05
Complete question [4462], time: 5.8650970458984375e-05
Complete question [4463], time: 2.956390380859375e-05
Complete question [4464], time: 1.3672857284545898
Complete question [4465], time: 7.104873657226562e-05
Complete question [4466], time: 5.4836273193359375e-06
Complete question [4467], time: 6.67572021484375e-06
Complete question [4468], time: 5.984306335449219e-05
Complete question [4469], time: 2.5510787963867188e-05
Complete question [4470], time: 6.961822509765625e-05
Complete question [4471], time: 0.000110626220703125
Complete question [4472], time: 8.821487426757812e-06
Complete question [4473], time: 7.653236389160156e-05
Complete question [4474], time: 1.369657278060913
Complete question [4475], time: 1.2159347534179688e-05
Complete question [4476], time: 3.600120544433594e-05
Complete question [4477], time: 5.221366882324219e-05
Complete question [4478], time: 0.00011372566223144531
Complete question [4479], time: 1.0251998901367188e-05
Complete question [4480], time: 0.0001201629638671875
Complete question [4481], time: 1.3744421005249023
Complete question [4482], time: 3.218650817871094e-05
Complete question [4483], time: 2.09808349609375e-05
Complete question [4484], time: 8.0108642578125e-05
Complete question [4485], time: 2.5272369384765625e-05
Complete question [4486], time: 1.52587890625e-05
Complete question [4487], time: 2.002716064453125e-05
Complete question [4488], time: 0.0002262592315673828
Complete question [4489], time: 0.000102996826171875
Complete question [4490], time: 1.4066696166992188e-05
Complete question [4491], time: 4.0531158447265625e-06
Complete question [4492], time: 7.867813110351562e-06
Complete question [4493], time: 3.7670135498046875e-05
Complete question [4494], time: 7.843971252441406e-05
Complete question [4495], time: 9.5367431640625e-06
Complete question [4496], time: 4.458427429199219e-05
Complete question [4497], time: 2.736551523208618
Complete question [4498], time: 0.00010442733764648438
Complete question [4499], time: 4.553794860839844e-05
Complete question [4500], time: 4.0531158447265625e-06
Complete question [4501], time: 3.0517578125e-05
Complete question [4502], time: 7.152557373046875e-06
Complete question [4503], time: 0.00016307830810546875
Complete question [4504], time: 4.553794860839844e-05
Complete question [4505], time: 4.8160552978515625e-05
Complete question [4506], time: 2.5272369384765625e-05
Complete question [4507], time: 1.364285945892334
Complete question [4508], time: 1.3738024234771729
Complete question [4509], time: 0.00020599365234375
Complete question [4510], time: 1.0967254638671875e-05
Complete question [4511], time: 8.106231689453125e-06
Complete question [4512], time: 1.3915610313415527
Complete question [4513], time: 3.886222839355469e-05
Complete question [4514], time: 1.3678326606750488
Complete question [4515], time: 5.888938903808594e-05
Complete question [4516], time: 7.462501525878906e-05
Complete question [4517], time: 1.621246337890625e-05
Complete question [4518], time: 6.842613220214844e-05
Complete question [4519], time: 1.3576900959014893
Complete question [4520], time: 2.6941299438476562e-05
Complete question [4521], time: 0.0001475811004638672
Complete question [4522], time: 1.3653476238250732
Complete question [4523], time: 3.528594970703125e-05
Complete question [4524], time: 8.58306884765625e-06
Complete question [4525], time: 8.630752563476562e-05
Complete question [4526], time: 2.7418136596679688e-05
Complete question [4527], time: 5.3882598876953125e-05
Complete question [4528], time: 6.67572021484375e-06
Complete question [4529], time: 6.771087646484375e-05
Complete question [4530], time: 2.47955322265625e-05
Complete question [4531], time: 3.886222839355469e-05
Complete question [4532], time: 0.0001227855682373047
Complete question [4533], time: 1.4073069095611572
Complete question [4534], time: 1.9311904907226562e-05
Complete question [4535], time: 5.984306335449219e-05
Complete question [4536], time: 0.00016069412231445312
Complete question [4537], time: 1.1682510375976562e-05
Complete question [4538], time: 1.371309757232666
Complete question [4539], time: 4.506111145019531e-05
Complete question [4540], time: 8.225440979003906e-05
Complete question [4541], time: 4.4345855712890625e-05
Complete question [4542], time: 2.002716064453125e-05
Complete question [4543], time: 2.002716064453125e-05
Complete question [4544], time: 2.1219253540039062e-05
Complete question [4545], time: 5.626678466796875e-05
Complete question [4546], time: 0.00011706352233886719
Complete question [4547], time: 2.5272369384765625e-05
Complete question [4548], time: 6.389617919921875e-05
Complete question [4549], time: 8.106231689453125e-06
Complete question [4550], time: 1.3693668842315674
Complete question [4551], time: 1.6927719116210938e-05
Complete question [4552], time: 0.00013875961303710938
Complete question [4553], time: 3.695487976074219e-05
Complete question [4554], time: 4.291534423828125e-06
Complete question [4555], time: 1.4543533325195312e-05
Complete question [4556], time: 2.1457672119140625e-05
Complete question [4557], time: 1.3694334030151367
Complete question [4558], time: 8.940696716308594e-05
Complete question [4559], time: 0.000209808349609375
Complete question [4560], time: 4.1961669921875e-05
Complete question [4561], time: 9.417533874511719e-05
Complete question [4562], time: 0.00011301040649414062
Complete question [4563], time: 6.198883056640625e-05
Complete question [4564], time: 3.62396240234375e-05
Complete question [4565], time: 8.58306884765625e-06
Complete question [4566], time: 1.3735902309417725
Complete question [4567], time: 0.00011324882507324219
Complete question [4568], time: 2.742278814315796
Complete question [4569], time: 4.410743713378906e-05
Complete question [4570], time: 8.344650268554688e-05
Complete question [4571], time: 2.7335638999938965
Complete question [4572], time: 1.3743021488189697
Complete question [4573], time: 4.029273986816406e-05
Complete question [4574], time: 8.749961853027344e-05
Complete question [4575], time: 5.459785461425781e-05
Complete question [4576], time: 1.3650379180908203
Complete question [4577], time: 1.368290662765503
Complete question [4578], time: 6.341934204101562e-05
Complete question [4579], time: 5.245208740234375e-06
Complete question [4580], time: 8.106231689453125e-05
Complete question [4581], time: 8.893013000488281e-05
Complete question [4582], time: 7.319450378417969e-05
Complete question [4583], time: 7.390975952148438e-05
Complete question [4584], time: 1.3681385517120361
Complete question [4585], time: 1.3757503032684326
Complete question [4586], time: 7.677078247070312e-05
Complete question [4587], time: 7.2479248046875e-05
Complete question [4588], time: 2.4557113647460938e-05
Complete question [4589], time: 7.62939453125e-06
Complete question [4590], time: 0.00013327598571777344
Complete question [4591], time: 0.00012159347534179688
Complete question [4592], time: 0.0001442432403564453
Complete question [4593], time: 2.3126602172851562e-05
Complete question [4594], time: 2.956390380859375e-05
Complete question [4595], time: 1.5974044799804688e-05
Complete question [4596], time: 2.86102294921875e-06
Complete question [4597], time: 2.737661123275757
Complete question [4598], time: 2.7198421955108643
Complete question [4599], time: 1.3690061569213867
Complete question [4600], time: 5.7220458984375e-06
Complete question [4601], time: 1.1205673217773438e-05
Complete question [4602], time: 1.3730196952819824
Complete question [4603], time: 5.7697296142578125e-05
Complete question [4604], time: 1.3714237213134766
Complete question [4605], time: 2.002716064453125e-05
Complete question [4606], time: 5.6743621826171875e-05
Complete question [4607], time: 7.62939453125e-06
Complete question [4608], time: 1.4837536811828613
Complete question [4609], time: 1.0251998901367188e-05
Complete question [4610], time: 2.4318695068359375e-05
Complete question [4611], time: 1.1444091796875e-05
Complete question [4612], time: 1.3672313690185547
Complete question [4613], time: 2.4557113647460938e-05
Complete question [4614], time: 1.373558521270752
Complete question [4615], time: 6.580352783203125e-05
Complete question [4616], time: 1.4053666591644287
Complete question [4617], time: 0.00011563301086425781
Complete question [4618], time: 7.82012939453125e-05
Complete question [4619], time: 6.914138793945312e-05
Complete question [4620], time: 2.5987625122070312e-05
10
Complete question [4621], time: 1.374216079711914
Complete question [4622], time: 7.152557373046875e-05
Complete question [4623], time: 4.0531158447265625e-06
Complete question [4624], time: 2.2649765014648438e-05
Complete question [4625], time: 1.365769624710083
Complete question [4626], time: 0.00011730194091796875
Complete question [4627], time: 3.4809112548828125e-05
Complete question [4628], time: 4.126920461654663
Complete question [4629], time: 4.220008850097656e-05
Complete question [4630], time: 6.699562072753906e-05
Complete question [4631], time: 7.05718994140625e-05
Complete question [4632], time: 0.00010442733764648438
Complete question [4633], time: 1.9073486328125e-05
Complete question [4634], time: 1.3113021850585938e-05
Complete question [4635], time: 1.3763513565063477
Complete question [4636], time: 1.3651833534240723
Complete question [4637], time: 1.1920928955078125e-05
Complete question [4638], time: 4.9114227294921875e-05
Complete question [4639], time: 2.733729839324951
Complete question [4640], time: 5.650520324707031e-05
Complete question [4641], time: 1.3665215969085693
